Group,Mean,Equivalence_Lines
UNSGA3-random_dense-2P,0.328261162210889,"['Equivalence_Line_1: AGEMOEA2-greedy_ting-UX to NSGA3-greedy_ting-1P', 'Equivalence_Line_2: NSGA2-random_dense-HUX to SPEA2-greedy_ting-HUX', 'Equivalence_Line_3: AGEMOEA2-greedy_ting-1P to SMSEMOA-random_dense-HUX', 'Equivalence_Line_4: NSGA2-greedy_ting-2P to AGEMOEA2-random_dense-2P', 'Equivalence_Line_5: NSGA3-random_dense-HUX to NSGA3-random_dense-2P', 'Equivalence_Line_6: SMSEMOA-greedy_ting-2P to AGEMOEA2-random_dense-1P', 'Equivalence_Line_7: SPEA2-random_dense-HUX to SPEA2-greedy_ting-2P', 'Equivalence_Line_8: NSGA3-greedy_ting-2P to SMSEMOA-random_dense-1P', 'Equivalence_Line_9: SMSEMOA-greedy_ting-HUX to RVEA-random_dense-UX', 'Equivalence_Line_10: NSGA3-greedy_ting-1P to RVEA-greedy_ting-UX', 'Equivalence_Line_11: SPEA2-greedy_ting-UX to RVEA-random_dense-1P', 'Equivalence_Line_12: SMSEMOA-random_dense-UX to SPEA2-greedy_multi-HUX', 'Equivalence_Line_13: NSGA2-random_dense-2P to SPEA2-greedy_multi-UX', 'Equivalence_Line_14: AGEMOEA2-random_dense-2P to AGEMOEA2-greedy_multi-HUX', 'Equivalence_Line_15: UNSGA3-random_dense-2P to UNSGA3-greedy_multi-UX', 'Equivalence_Line_16: NSGA3-random_dense-2P to NSGA3-greedy_multi-UX', 'Equivalence_Line_17: SPEA2-random_dense-2P to AGEMOEA2-greedy_multi-2P', 'Equivalence_Line_18: UNSGA3-random_dense-1P to AGEMOEA2-greedy_multi-1P', 'Equivalence_Line_19: SMSEMOA-random_dense-1P to SPEA2-greedy_multi-1P', 'Equivalence_Line_20: RVEA-random_dense-HUX to NSGA3-greedy_multi-1P', 'Equivalence_Line_21: RVEA-random_dense-2P to SMSEMOA-greedy_multi-1P', 'Equivalence_Line_22: RVEA-random_dense-1P to SMSEMOA-greedy_multi-2P', 'Equivalence_Line_23: SPEA2-greedy_multi-HUX to RVEA-greedy_multi-1P']"
NSGA3-random_dense-2P,0.3241966323688053,"['Equivalence_Line_1: AGEMOEA2-greedy_ting-UX to NSGA3-greedy_ting-1P', 'Equivalence_Line_2: NSGA2-random_dense-HUX to SPEA2-greedy_ting-HUX', 'Equivalence_Line_3: AGEMOEA2-greedy_ting-1P to SMSEMOA-random_dense-HUX', 'Equivalence_Line_4: NSGA2-greedy_ting-2P to AGEMOEA2-random_dense-2P', 'Equivalence_Line_5: NSGA3-random_dense-HUX to NSGA3-random_dense-2P', 'Equivalence_Line_6: SMSEMOA-greedy_ting-2P to AGEMOEA2-random_dense-1P', 'Equivalence_Line_7: SPEA2-random_dense-HUX to SPEA2-greedy_ting-2P', 'Equivalence_Line_8: NSGA3-greedy_ting-2P to SMSEMOA-random_dense-1P', 'Equivalence_Line_9: SMSEMOA-greedy_ting-HUX to RVEA-random_dense-UX', 'Equivalence_Line_10: NSGA3-greedy_ting-1P to RVEA-greedy_ting-UX', 'Equivalence_Line_11: SPEA2-greedy_ting-UX to RVEA-random_dense-1P', 'Equivalence_Line_12: SMSEMOA-random_dense-UX to SPEA2-greedy_multi-HUX', 'Equivalence_Line_13: NSGA2-random_dense-2P to SPEA2-greedy_multi-UX', 'Equivalence_Line_14: AGEMOEA2-random_dense-2P to AGEMOEA2-greedy_multi-HUX', 'Equivalence_Line_15: UNSGA3-random_dense-2P to UNSGA3-greedy_multi-UX', 'Equivalence_Line_16: NSGA3-random_dense-2P to NSGA3-greedy_multi-UX', 'Equivalence_Line_17: SPEA2-random_dense-2P to AGEMOEA2-greedy_multi-2P', 'Equivalence_Line_18: UNSGA3-random_dense-1P to AGEMOEA2-greedy_multi-1P', 'Equivalence_Line_19: SMSEMOA-random_dense-1P to SPEA2-greedy_multi-1P', 'Equivalence_Line_20: RVEA-random_dense-HUX to NSGA3-greedy_multi-1P', 'Equivalence_Line_21: RVEA-random_dense-2P to SMSEMOA-greedy_multi-1P', 'Equivalence_Line_22: RVEA-random_dense-1P to SMSEMOA-greedy_multi-2P', 'Equivalence_Line_23: SPEA2-greedy_multi-HUX to RVEA-greedy_multi-1P']"
SPEA2-random_dense-2P,0.31954236250904566,"['Equivalence_Line_1: AGEMOEA2-greedy_ting-UX to NSGA3-greedy_ting-1P', 'Equivalence_Line_2: NSGA2-random_dense-HUX to SPEA2-greedy_ting-HUX', 'Equivalence_Line_3: AGEMOEA2-greedy_ting-1P to SMSEMOA-random_dense-HUX', 'Equivalence_Line_4: NSGA2-greedy_ting-2P to AGEMOEA2-random_dense-2P', 'Equivalence_Line_5: NSGA3-random_dense-HUX to NSGA3-random_dense-2P', 'Equivalence_Line_6: SMSEMOA-greedy_ting-2P to AGEMOEA2-random_dense-1P', 'Equivalence_Line_7: SPEA2-random_dense-HUX to SPEA2-greedy_ting-2P', 'Equivalence_Line_8: NSGA3-greedy_ting-2P to SMSEMOA-random_dense-1P', 'Equivalence_Line_9: SMSEMOA-greedy_ting-HUX to RVEA-random_dense-UX', 'Equivalence_Line_10: NSGA3-greedy_ting-1P to RVEA-greedy_ting-UX', 'Equivalence_Line_11: SPEA2-greedy_ting-UX to RVEA-random_dense-1P', 'Equivalence_Line_12: SMSEMOA-random_dense-UX to SPEA2-greedy_multi-HUX', 'Equivalence_Line_13: NSGA2-random_dense-2P to SPEA2-greedy_multi-UX', 'Equivalence_Line_14: AGEMOEA2-random_dense-2P to AGEMOEA2-greedy_multi-HUX', 'Equivalence_Line_15: UNSGA3-random_dense-2P to UNSGA3-greedy_multi-UX', 'Equivalence_Line_16: NSGA3-random_dense-2P to NSGA3-greedy_multi-UX', 'Equivalence_Line_17: SPEA2-random_dense-2P to AGEMOEA2-greedy_multi-2P', 'Equivalence_Line_18: UNSGA3-random_dense-1P to AGEMOEA2-greedy_multi-1P', 'Equivalence_Line_19: SMSEMOA-random_dense-1P to SPEA2-greedy_multi-1P', 'Equivalence_Line_20: RVEA-random_dense-HUX to NSGA3-greedy_multi-1P', 'Equivalence_Line_21: RVEA-random_dense-2P to SMSEMOA-greedy_multi-1P', 'Equivalence_Line_22: RVEA-random_dense-1P to SMSEMOA-greedy_multi-2P', 'Equivalence_Line_23: SPEA2-greedy_multi-HUX to RVEA-greedy_multi-1P']"
NSGA2-random_dense-1P,0.31927616744216014,"['Equivalence_Line_1: AGEMOEA2-greedy_ting-UX to NSGA3-greedy_ting-1P', 'Equivalence_Line_2: NSGA2-random_dense-HUX to SPEA2-greedy_ting-HUX', 'Equivalence_Line_3: AGEMOEA2-greedy_ting-1P to SMSEMOA-random_dense-HUX', 'Equivalence_Line_4: NSGA2-greedy_ting-2P to AGEMOEA2-random_dense-2P', 'Equivalence_Line_5: NSGA3-random_dense-HUX to NSGA3-random_dense-2P', 'Equivalence_Line_6: SMSEMOA-greedy_ting-2P to AGEMOEA2-random_dense-1P', 'Equivalence_Line_7: SPEA2-random_dense-HUX to SPEA2-greedy_ting-2P', 'Equivalence_Line_8: NSGA3-greedy_ting-2P to SMSEMOA-random_dense-1P', 'Equivalence_Line_9: SMSEMOA-greedy_ting-HUX to RVEA-random_dense-UX', 'Equivalence_Line_10: NSGA3-greedy_ting-1P to RVEA-greedy_ting-UX', 'Equivalence_Line_11: SPEA2-greedy_ting-UX to RVEA-random_dense-1P', 'Equivalence_Line_12: SMSEMOA-random_dense-UX to SPEA2-greedy_multi-HUX', 'Equivalence_Line_13: NSGA2-random_dense-2P to SPEA2-greedy_multi-UX', 'Equivalence_Line_14: AGEMOEA2-random_dense-2P to AGEMOEA2-greedy_multi-HUX', 'Equivalence_Line_15: UNSGA3-random_dense-2P to UNSGA3-greedy_multi-UX', 'Equivalence_Line_16: NSGA3-random_dense-2P to NSGA3-greedy_multi-UX', 'Equivalence_Line_17: SPEA2-random_dense-2P to AGEMOEA2-greedy_multi-2P', 'Equivalence_Line_18: UNSGA3-random_dense-1P to AGEMOEA2-greedy_multi-1P', 'Equivalence_Line_19: SMSEMOA-random_dense-1P to SPEA2-greedy_multi-1P', 'Equivalence_Line_20: RVEA-random_dense-HUX to NSGA3-greedy_multi-1P', 'Equivalence_Line_21: RVEA-random_dense-2P to SMSEMOA-greedy_multi-1P', 'Equivalence_Line_22: RVEA-random_dense-1P to SMSEMOA-greedy_multi-2P', 'Equivalence_Line_23: SPEA2-greedy_multi-HUX to RVEA-greedy_multi-1P']"
SPEA2-greedy_ting-1P,0.3177807371718517,"['Equivalence_Line_1: AGEMOEA2-greedy_ting-UX to NSGA3-greedy_ting-1P', 'Equivalence_Line_2: NSGA2-random_dense-HUX to SPEA2-greedy_ting-HUX', 'Equivalence_Line_3: AGEMOEA2-greedy_ting-1P to SMSEMOA-random_dense-HUX', 'Equivalence_Line_4: NSGA2-greedy_ting-2P to AGEMOEA2-random_dense-2P', 'Equivalence_Line_5: NSGA3-random_dense-HUX to NSGA3-random_dense-2P', 'Equivalence_Line_6: SMSEMOA-greedy_ting-2P to AGEMOEA2-random_dense-1P', 'Equivalence_Line_7: SPEA2-random_dense-HUX to SPEA2-greedy_ting-2P', 'Equivalence_Line_8: NSGA3-greedy_ting-2P to SMSEMOA-random_dense-1P', 'Equivalence_Line_9: SMSEMOA-greedy_ting-HUX to RVEA-random_dense-UX', 'Equivalence_Line_10: NSGA3-greedy_ting-1P to RVEA-greedy_ting-UX', 'Equivalence_Line_11: SPEA2-greedy_ting-UX to RVEA-random_dense-1P', 'Equivalence_Line_12: SMSEMOA-random_dense-UX to SPEA2-greedy_multi-HUX', 'Equivalence_Line_13: NSGA2-random_dense-2P to SPEA2-greedy_multi-UX', 'Equivalence_Line_14: AGEMOEA2-random_dense-2P to AGEMOEA2-greedy_multi-HUX', 'Equivalence_Line_15: UNSGA3-random_dense-2P to UNSGA3-greedy_multi-UX', 'Equivalence_Line_16: NSGA3-random_dense-2P to NSGA3-greedy_multi-UX', 'Equivalence_Line_17: SPEA2-random_dense-2P to AGEMOEA2-greedy_multi-2P', 'Equivalence_Line_18: UNSGA3-random_dense-1P to AGEMOEA2-greedy_multi-1P', 'Equivalence_Line_19: SMSEMOA-random_dense-1P to SPEA2-greedy_multi-1P', 'Equivalence_Line_20: RVEA-random_dense-HUX to NSGA3-greedy_multi-1P', 'Equivalence_Line_21: RVEA-random_dense-2P to SMSEMOA-greedy_multi-1P', 'Equivalence_Line_22: RVEA-random_dense-1P to SMSEMOA-greedy_multi-2P', 'Equivalence_Line_23: SPEA2-greedy_multi-HUX to RVEA-greedy_multi-1P']"
AGEMOEA2-random_dense-1P,0.3141825841494137,"['Equivalence_Line_1: AGEMOEA2-greedy_ting-UX to NSGA3-greedy_ting-1P', 'Equivalence_Line_2: NSGA2-random_dense-HUX to SPEA2-greedy_ting-HUX', 'Equivalence_Line_3: AGEMOEA2-greedy_ting-1P to SMSEMOA-random_dense-HUX', 'Equivalence_Line_4: NSGA2-greedy_ting-2P to AGEMOEA2-random_dense-2P', 'Equivalence_Line_5: NSGA3-random_dense-HUX to NSGA3-random_dense-2P', 'Equivalence_Line_6: SMSEMOA-greedy_ting-2P to AGEMOEA2-random_dense-1P', 'Equivalence_Line_7: SPEA2-random_dense-HUX to SPEA2-greedy_ting-2P', 'Equivalence_Line_8: NSGA3-greedy_ting-2P to SMSEMOA-random_dense-1P', 'Equivalence_Line_9: SMSEMOA-greedy_ting-HUX to RVEA-random_dense-UX', 'Equivalence_Line_10: NSGA3-greedy_ting-1P to RVEA-greedy_ting-UX', 'Equivalence_Line_11: SPEA2-greedy_ting-UX to RVEA-random_dense-1P', 'Equivalence_Line_12: SMSEMOA-random_dense-UX to SPEA2-greedy_multi-HUX', 'Equivalence_Line_13: NSGA2-random_dense-2P to SPEA2-greedy_multi-UX', 'Equivalence_Line_14: AGEMOEA2-random_dense-2P to AGEMOEA2-greedy_multi-HUX', 'Equivalence_Line_15: UNSGA3-random_dense-2P to UNSGA3-greedy_multi-UX', 'Equivalence_Line_16: NSGA3-random_dense-2P to NSGA3-greedy_multi-UX', 'Equivalence_Line_17: SPEA2-random_dense-2P to AGEMOEA2-greedy_multi-2P', 'Equivalence_Line_18: UNSGA3-random_dense-1P to AGEMOEA2-greedy_multi-1P', 'Equivalence_Line_19: SMSEMOA-random_dense-1P to SPEA2-greedy_multi-1P', 'Equivalence_Line_20: RVEA-random_dense-HUX to NSGA3-greedy_multi-1P', 'Equivalence_Line_21: RVEA-random_dense-2P to SMSEMOA-greedy_multi-1P', 'Equivalence_Line_22: RVEA-random_dense-1P to SMSEMOA-greedy_multi-2P', 'Equivalence_Line_23: SPEA2-greedy_multi-HUX to RVEA-greedy_multi-1P']"
SMSEMOA-random_dense-2P,0.30895619590685774,"['Equivalence_Line_1: AGEMOEA2-greedy_ting-UX to NSGA3-greedy_ting-1P', 'Equivalence_Line_2: NSGA2-random_dense-HUX to SPEA2-greedy_ting-HUX', 'Equivalence_Line_3: AGEMOEA2-greedy_ting-1P to SMSEMOA-random_dense-HUX', 'Equivalence_Line_4: NSGA2-greedy_ting-2P to AGEMOEA2-random_dense-2P', 'Equivalence_Line_5: NSGA3-random_dense-HUX to NSGA3-random_dense-2P', 'Equivalence_Line_6: SMSEMOA-greedy_ting-2P to AGEMOEA2-random_dense-1P', 'Equivalence_Line_7: SPEA2-random_dense-HUX to SPEA2-greedy_ting-2P', 'Equivalence_Line_8: NSGA3-greedy_ting-2P to SMSEMOA-random_dense-1P', 'Equivalence_Line_9: SMSEMOA-greedy_ting-HUX to RVEA-random_dense-UX', 'Equivalence_Line_10: NSGA3-greedy_ting-1P to RVEA-greedy_ting-UX', 'Equivalence_Line_11: SPEA2-greedy_ting-UX to RVEA-random_dense-1P', 'Equivalence_Line_12: SMSEMOA-random_dense-UX to SPEA2-greedy_multi-HUX', 'Equivalence_Line_13: NSGA2-random_dense-2P to SPEA2-greedy_multi-UX', 'Equivalence_Line_14: AGEMOEA2-random_dense-2P to AGEMOEA2-greedy_multi-HUX', 'Equivalence_Line_15: UNSGA3-random_dense-2P to UNSGA3-greedy_multi-UX', 'Equivalence_Line_16: NSGA3-random_dense-2P to NSGA3-greedy_multi-UX', 'Equivalence_Line_17: SPEA2-random_dense-2P to AGEMOEA2-greedy_multi-2P', 'Equivalence_Line_18: UNSGA3-random_dense-1P to AGEMOEA2-greedy_multi-1P', 'Equivalence_Line_19: SMSEMOA-random_dense-1P to SPEA2-greedy_multi-1P', 'Equivalence_Line_20: RVEA-random_dense-HUX to NSGA3-greedy_multi-1P', 'Equivalence_Line_21: RVEA-random_dense-2P to SMSEMOA-greedy_multi-1P', 'Equivalence_Line_22: RVEA-random_dense-1P to SMSEMOA-greedy_multi-2P', 'Equivalence_Line_23: SPEA2-greedy_multi-HUX to RVEA-greedy_multi-1P']"
UNSGA3-random_dense-1P,0.30836076704620635,"['Equivalence_Line_1: AGEMOEA2-greedy_ting-UX to NSGA3-greedy_ting-1P', 'Equivalence_Line_2: NSGA2-random_dense-HUX to SPEA2-greedy_ting-HUX', 'Equivalence_Line_3: AGEMOEA2-greedy_ting-1P to SMSEMOA-random_dense-HUX', 'Equivalence_Line_4: NSGA2-greedy_ting-2P to AGEMOEA2-random_dense-2P', 'Equivalence_Line_5: NSGA3-random_dense-HUX to NSGA3-random_dense-2P', 'Equivalence_Line_6: SMSEMOA-greedy_ting-2P to AGEMOEA2-random_dense-1P', 'Equivalence_Line_7: SPEA2-random_dense-HUX to SPEA2-greedy_ting-2P', 'Equivalence_Line_8: NSGA3-greedy_ting-2P to SMSEMOA-random_dense-1P', 'Equivalence_Line_9: SMSEMOA-greedy_ting-HUX to RVEA-random_dense-UX', 'Equivalence_Line_10: NSGA3-greedy_ting-1P to RVEA-greedy_ting-UX', 'Equivalence_Line_11: SPEA2-greedy_ting-UX to RVEA-random_dense-1P', 'Equivalence_Line_12: SMSEMOA-random_dense-UX to SPEA2-greedy_multi-HUX', 'Equivalence_Line_13: NSGA2-random_dense-2P to SPEA2-greedy_multi-UX', 'Equivalence_Line_14: AGEMOEA2-random_dense-2P to AGEMOEA2-greedy_multi-HUX', 'Equivalence_Line_15: UNSGA3-random_dense-2P to UNSGA3-greedy_multi-UX', 'Equivalence_Line_16: NSGA3-random_dense-2P to NSGA3-greedy_multi-UX', 'Equivalence_Line_17: SPEA2-random_dense-2P to AGEMOEA2-greedy_multi-2P', 'Equivalence_Line_18: UNSGA3-random_dense-1P to AGEMOEA2-greedy_multi-1P', 'Equivalence_Line_19: SMSEMOA-random_dense-1P to SPEA2-greedy_multi-1P', 'Equivalence_Line_20: RVEA-random_dense-HUX to NSGA3-greedy_multi-1P', 'Equivalence_Line_21: RVEA-random_dense-2P to SMSEMOA-greedy_multi-1P', 'Equivalence_Line_22: RVEA-random_dense-1P to SMSEMOA-greedy_multi-2P', 'Equivalence_Line_23: SPEA2-greedy_multi-HUX to RVEA-greedy_multi-1P']"
SPEA2-random_dense-1P,0.3081613654990226,"['Equivalence_Line_1: AGEMOEA2-greedy_ting-UX to NSGA3-greedy_ting-1P', 'Equivalence_Line_2: NSGA2-random_dense-HUX to SPEA2-greedy_ting-HUX', 'Equivalence_Line_3: AGEMOEA2-greedy_ting-1P to SMSEMOA-random_dense-HUX', 'Equivalence_Line_4: NSGA2-greedy_ting-2P to AGEMOEA2-random_dense-2P', 'Equivalence_Line_5: NSGA3-random_dense-HUX to NSGA3-random_dense-2P', 'Equivalence_Line_6: SMSEMOA-greedy_ting-2P to AGEMOEA2-random_dense-1P', 'Equivalence_Line_7: SPEA2-random_dense-HUX to SPEA2-greedy_ting-2P', 'Equivalence_Line_8: NSGA3-greedy_ting-2P to SMSEMOA-random_dense-1P', 'Equivalence_Line_9: SMSEMOA-greedy_ting-HUX to RVEA-random_dense-UX', 'Equivalence_Line_10: NSGA3-greedy_ting-1P to RVEA-greedy_ting-UX', 'Equivalence_Line_11: SPEA2-greedy_ting-UX to RVEA-random_dense-1P', 'Equivalence_Line_12: SMSEMOA-random_dense-UX to SPEA2-greedy_multi-HUX', 'Equivalence_Line_13: NSGA2-random_dense-2P to SPEA2-greedy_multi-UX', 'Equivalence_Line_14: AGEMOEA2-random_dense-2P to AGEMOEA2-greedy_multi-HUX', 'Equivalence_Line_15: UNSGA3-random_dense-2P to UNSGA3-greedy_multi-UX', 'Equivalence_Line_16: NSGA3-random_dense-2P to NSGA3-greedy_multi-UX', 'Equivalence_Line_17: SPEA2-random_dense-2P to AGEMOEA2-greedy_multi-2P', 'Equivalence_Line_18: UNSGA3-random_dense-1P to AGEMOEA2-greedy_multi-1P', 'Equivalence_Line_19: SMSEMOA-random_dense-1P to SPEA2-greedy_multi-1P', 'Equivalence_Line_20: RVEA-random_dense-HUX to NSGA3-greedy_multi-1P', 'Equivalence_Line_21: RVEA-random_dense-2P to SMSEMOA-greedy_multi-1P', 'Equivalence_Line_22: RVEA-random_dense-1P to SMSEMOA-greedy_multi-2P', 'Equivalence_Line_23: SPEA2-greedy_multi-HUX to RVEA-greedy_multi-1P']"
NSGA3-random_dense-1P,0.3075113915033271,"['Equivalence_Line_1: AGEMOEA2-greedy_ting-UX to NSGA3-greedy_ting-1P', 'Equivalence_Line_2: NSGA2-random_dense-HUX to SPEA2-greedy_ting-HUX', 'Equivalence_Line_3: AGEMOEA2-greedy_ting-1P to SMSEMOA-random_dense-HUX', 'Equivalence_Line_4: NSGA2-greedy_ting-2P to AGEMOEA2-random_dense-2P', 'Equivalence_Line_5: NSGA3-random_dense-HUX to NSGA3-random_dense-2P', 'Equivalence_Line_6: SMSEMOA-greedy_ting-2P to AGEMOEA2-random_dense-1P', 'Equivalence_Line_7: SPEA2-random_dense-HUX to SPEA2-greedy_ting-2P', 'Equivalence_Line_8: NSGA3-greedy_ting-2P to SMSEMOA-random_dense-1P', 'Equivalence_Line_9: SMSEMOA-greedy_ting-HUX to RVEA-random_dense-UX', 'Equivalence_Line_10: NSGA3-greedy_ting-1P to RVEA-greedy_ting-UX', 'Equivalence_Line_11: SPEA2-greedy_ting-UX to RVEA-random_dense-1P', 'Equivalence_Line_12: SMSEMOA-random_dense-UX to SPEA2-greedy_multi-HUX', 'Equivalence_Line_13: NSGA2-random_dense-2P to SPEA2-greedy_multi-UX', 'Equivalence_Line_14: AGEMOEA2-random_dense-2P to AGEMOEA2-greedy_multi-HUX', 'Equivalence_Line_15: UNSGA3-random_dense-2P to UNSGA3-greedy_multi-UX', 'Equivalence_Line_16: NSGA3-random_dense-2P to NSGA3-greedy_multi-UX', 'Equivalence_Line_17: SPEA2-random_dense-2P to AGEMOEA2-greedy_multi-2P', 'Equivalence_Line_18: UNSGA3-random_dense-1P to AGEMOEA2-greedy_multi-1P', 'Equivalence_Line_19: SMSEMOA-random_dense-1P to SPEA2-greedy_multi-1P', 'Equivalence_Line_20: RVEA-random_dense-HUX to NSGA3-greedy_multi-1P', 'Equivalence_Line_21: RVEA-random_dense-2P to SMSEMOA-greedy_multi-1P', 'Equivalence_Line_22: RVEA-random_dense-1P to SMSEMOA-greedy_multi-2P', 'Equivalence_Line_23: SPEA2-greedy_multi-HUX to RVEA-greedy_multi-1P']"
SPEA2-greedy_ting-2P,0.30718955772007583,"['Equivalence_Line_1: AGEMOEA2-greedy_ting-UX to NSGA3-greedy_ting-1P', 'Equivalence_Line_2: NSGA2-random_dense-HUX to SPEA2-greedy_ting-HUX', 'Equivalence_Line_3: AGEMOEA2-greedy_ting-1P to SMSEMOA-random_dense-HUX', 'Equivalence_Line_4: NSGA2-greedy_ting-2P to AGEMOEA2-random_dense-2P', 'Equivalence_Line_5: NSGA3-random_dense-HUX to NSGA3-random_dense-2P', 'Equivalence_Line_6: SMSEMOA-greedy_ting-2P to AGEMOEA2-random_dense-1P', 'Equivalence_Line_7: SPEA2-random_dense-HUX to SPEA2-greedy_ting-2P', 'Equivalence_Line_8: NSGA3-greedy_ting-2P to SMSEMOA-random_dense-1P', 'Equivalence_Line_9: SMSEMOA-greedy_ting-HUX to RVEA-random_dense-UX', 'Equivalence_Line_10: NSGA3-greedy_ting-1P to RVEA-greedy_ting-UX', 'Equivalence_Line_11: SPEA2-greedy_ting-UX to RVEA-random_dense-1P', 'Equivalence_Line_12: SMSEMOA-random_dense-UX to SPEA2-greedy_multi-HUX', 'Equivalence_Line_13: NSGA2-random_dense-2P to SPEA2-greedy_multi-UX', 'Equivalence_Line_14: AGEMOEA2-random_dense-2P to AGEMOEA2-greedy_multi-HUX', 'Equivalence_Line_15: UNSGA3-random_dense-2P to UNSGA3-greedy_multi-UX', 'Equivalence_Line_16: NSGA3-random_dense-2P to NSGA3-greedy_multi-UX', 'Equivalence_Line_17: SPEA2-random_dense-2P to AGEMOEA2-greedy_multi-2P', 'Equivalence_Line_18: UNSGA3-random_dense-1P to AGEMOEA2-greedy_multi-1P', 'Equivalence_Line_19: SMSEMOA-random_dense-1P to SPEA2-greedy_multi-1P', 'Equivalence_Line_20: RVEA-random_dense-HUX to NSGA3-greedy_multi-1P', 'Equivalence_Line_21: RVEA-random_dense-2P to SMSEMOA-greedy_multi-1P', 'Equivalence_Line_22: RVEA-random_dense-1P to SMSEMOA-greedy_multi-2P', 'Equivalence_Line_23: SPEA2-greedy_multi-HUX to RVEA-greedy_multi-1P']"
SMSEMOA-random_dense-1P,0.2940907295238519,"['Equivalence_Line_1: AGEMOEA2-greedy_ting-UX to NSGA3-greedy_ting-1P', 'Equivalence_Line_2: NSGA2-random_dense-HUX to SPEA2-greedy_ting-HUX', 'Equivalence_Line_3: AGEMOEA2-greedy_ting-1P to SMSEMOA-random_dense-HUX', 'Equivalence_Line_4: NSGA2-greedy_ting-2P to AGEMOEA2-random_dense-2P', 'Equivalence_Line_5: NSGA3-random_dense-HUX to NSGA3-random_dense-2P', 'Equivalence_Line_6: SMSEMOA-greedy_ting-2P to AGEMOEA2-random_dense-1P', 'Equivalence_Line_7: SPEA2-random_dense-HUX to SPEA2-greedy_ting-2P', 'Equivalence_Line_8: NSGA3-greedy_ting-2P to SMSEMOA-random_dense-1P', 'Equivalence_Line_9: SMSEMOA-greedy_ting-HUX to RVEA-random_dense-UX', 'Equivalence_Line_10: NSGA3-greedy_ting-1P to RVEA-greedy_ting-UX', 'Equivalence_Line_11: SPEA2-greedy_ting-UX to RVEA-random_dense-1P', 'Equivalence_Line_12: SMSEMOA-random_dense-UX to SPEA2-greedy_multi-HUX', 'Equivalence_Line_13: NSGA2-random_dense-2P to SPEA2-greedy_multi-UX', 'Equivalence_Line_14: AGEMOEA2-random_dense-2P to AGEMOEA2-greedy_multi-HUX', 'Equivalence_Line_15: UNSGA3-random_dense-2P to UNSGA3-greedy_multi-UX', 'Equivalence_Line_16: NSGA3-random_dense-2P to NSGA3-greedy_multi-UX', 'Equivalence_Line_17: SPEA2-random_dense-2P to AGEMOEA2-greedy_multi-2P', 'Equivalence_Line_18: UNSGA3-random_dense-1P to AGEMOEA2-greedy_multi-1P', 'Equivalence_Line_19: SMSEMOA-random_dense-1P to SPEA2-greedy_multi-1P', 'Equivalence_Line_20: RVEA-random_dense-HUX to NSGA3-greedy_multi-1P', 'Equivalence_Line_21: RVEA-random_dense-2P to SMSEMOA-greedy_multi-1P', 'Equivalence_Line_22: RVEA-random_dense-1P to SMSEMOA-greedy_multi-2P', 'Equivalence_Line_23: SPEA2-greedy_multi-HUX to RVEA-greedy_multi-1P']"
RVEA-random_dense-HUX,0.2746595797725136,"['Equivalence_Line_1: AGEMOEA2-greedy_ting-UX to NSGA3-greedy_ting-1P', 'Equivalence_Line_2: NSGA2-random_dense-HUX to SPEA2-greedy_ting-HUX', 'Equivalence_Line_3: AGEMOEA2-greedy_ting-1P to SMSEMOA-random_dense-HUX', 'Equivalence_Line_4: NSGA2-greedy_ting-2P to AGEMOEA2-random_dense-2P', 'Equivalence_Line_5: NSGA3-random_dense-HUX to NSGA3-random_dense-2P', 'Equivalence_Line_6: SMSEMOA-greedy_ting-2P to AGEMOEA2-random_dense-1P', 'Equivalence_Line_7: SPEA2-random_dense-HUX to SPEA2-greedy_ting-2P', 'Equivalence_Line_8: NSGA3-greedy_ting-2P to SMSEMOA-random_dense-1P', 'Equivalence_Line_9: SMSEMOA-greedy_ting-HUX to RVEA-random_dense-UX', 'Equivalence_Line_10: NSGA3-greedy_ting-1P to RVEA-greedy_ting-UX', 'Equivalence_Line_11: SPEA2-greedy_ting-UX to RVEA-random_dense-1P', 'Equivalence_Line_12: SMSEMOA-random_dense-UX to SPEA2-greedy_multi-HUX', 'Equivalence_Line_13: NSGA2-random_dense-2P to SPEA2-greedy_multi-UX', 'Equivalence_Line_14: AGEMOEA2-random_dense-2P to AGEMOEA2-greedy_multi-HUX', 'Equivalence_Line_15: UNSGA3-random_dense-2P to UNSGA3-greedy_multi-UX', 'Equivalence_Line_16: NSGA3-random_dense-2P to NSGA3-greedy_multi-UX', 'Equivalence_Line_17: SPEA2-random_dense-2P to AGEMOEA2-greedy_multi-2P', 'Equivalence_Line_18: UNSGA3-random_dense-1P to AGEMOEA2-greedy_multi-1P', 'Equivalence_Line_19: SMSEMOA-random_dense-1P to SPEA2-greedy_multi-1P', 'Equivalence_Line_20: RVEA-random_dense-HUX to NSGA3-greedy_multi-1P', 'Equivalence_Line_21: RVEA-random_dense-2P to SMSEMOA-greedy_multi-1P', 'Equivalence_Line_22: RVEA-random_dense-1P to SMSEMOA-greedy_multi-2P', 'Equivalence_Line_23: SPEA2-greedy_multi-HUX to RVEA-greedy_multi-1P']"
