Group,Mean,Equivalence_Lines
SPEA2-greedy_ting-HUX,0.24777855202821897,"['Equivalence_Line_1: AGEMOEA2-greedy_multi-UX to SPEA2-random_dense-HUX', 'Equivalence_Line_2: NSGA3-greedy_multi-UX to NSGA2-greedy_multi-UX', 'Equivalence_Line_3: UNSGA3-greedy_multi-2P to SMSEMOA-greedy_multi-HUX', 'Equivalence_Line_4: NSGA3-greedy_multi-2P to SMSEMOA-random_dense-2P', 'Equivalence_Line_5: NSGA3-random_dense-HUX to NSGA2-greedy_multi-HUX', 'Equivalence_Line_6: NSGA3-random_dense-UX to SMSEMOA-greedy_multi-2P', 'Equivalence_Line_7: AGEMOEA2-random_dense-UX to AGEMOEA2-random_dense-2P', 'Equivalence_Line_8: AGEMOEA2-random_dense-HUX to UNSGA3-random_dense-2P', 'Equivalence_Line_9: SMSEMOA-greedy_ting-1P to NSGA3-greedy_ting-UX', 'Equivalence_Line_10: AGEMOEA2-greedy_ting-HUX to SPEA2-greedy_ting-UX', 'Equivalence_Line_11: SPEA2-random_dense-UX to AGEMOEA2-greedy_ting-2P', 'Equivalence_Line_12: NSGA2-random_dense-HUX to NSGA3-random_dense-1P', 'Equivalence_Line_13: NSGA2-greedy_multi-UX to SPEA2-greedy_ting-2P', 'Equivalence_Line_14: SMSEMOA-greedy_multi-1P to NSGA2-greedy_multi-1P', 'Equivalence_Line_15: NSGA2-greedy_multi-HUX to NSGA2-greedy_ting-UX', 'Equivalence_Line_16: RVEA-greedy_multi-2P to UNSGA3-greedy_ting-2P', 'Equivalence_Line_17: SPEA2-random_dense-2P to NSGA3-greedy_ting-2P', 'Equivalence_Line_18: RVEA-greedy_multi-UX to NSGA3-greedy_ting-1P', 'Equivalence_Line_19: UNSGA3-greedy_ting-UX to UNSGA3-greedy_ting-1P', 'Equivalence_Line_20: AGEMOEA2-greedy_ting-2P to RVEA-random_dense-1P', 'Equivalence_Line_21: AGEMOEA2-random_dense-1P to RVEA-greedy_ting-UX', 'Equivalence_Line_22: SPEA2-random_dense-1P to RVEA-greedy_ting-1P']"
NSGA3-random_dense-2P,0.24768314352199908,"['Equivalence_Line_1: AGEMOEA2-greedy_multi-UX to SPEA2-random_dense-HUX', 'Equivalence_Line_2: NSGA3-greedy_multi-UX to NSGA2-greedy_multi-UX', 'Equivalence_Line_3: UNSGA3-greedy_multi-2P to SMSEMOA-greedy_multi-HUX', 'Equivalence_Line_4: NSGA3-greedy_multi-2P to SMSEMOA-random_dense-2P', 'Equivalence_Line_5: NSGA3-random_dense-HUX to NSGA2-greedy_multi-HUX', 'Equivalence_Line_6: NSGA3-random_dense-UX to SMSEMOA-greedy_multi-2P', 'Equivalence_Line_7: AGEMOEA2-random_dense-UX to AGEMOEA2-random_dense-2P', 'Equivalence_Line_8: AGEMOEA2-random_dense-HUX to UNSGA3-random_dense-2P', 'Equivalence_Line_9: SMSEMOA-greedy_ting-1P to NSGA3-greedy_ting-UX', 'Equivalence_Line_10: AGEMOEA2-greedy_ting-HUX to SPEA2-greedy_ting-UX', 'Equivalence_Line_11: SPEA2-random_dense-UX to AGEMOEA2-greedy_ting-2P', 'Equivalence_Line_12: NSGA2-random_dense-HUX to NSGA3-random_dense-1P', 'Equivalence_Line_13: NSGA2-greedy_multi-UX to SPEA2-greedy_ting-2P', 'Equivalence_Line_14: SMSEMOA-greedy_multi-1P to NSGA2-greedy_multi-1P', 'Equivalence_Line_15: NSGA2-greedy_multi-HUX to NSGA2-greedy_ting-UX', 'Equivalence_Line_16: RVEA-greedy_multi-2P to UNSGA3-greedy_ting-2P', 'Equivalence_Line_17: SPEA2-random_dense-2P to NSGA3-greedy_ting-2P', 'Equivalence_Line_18: RVEA-greedy_multi-UX to NSGA3-greedy_ting-1P', 'Equivalence_Line_19: UNSGA3-greedy_ting-UX to UNSGA3-greedy_ting-1P', 'Equivalence_Line_20: AGEMOEA2-greedy_ting-2P to RVEA-random_dense-1P', 'Equivalence_Line_21: AGEMOEA2-random_dense-1P to RVEA-greedy_ting-UX', 'Equivalence_Line_22: SPEA2-random_dense-1P to RVEA-greedy_ting-1P']"
UNSGA3-greedy_ting-UX,0.2461474185715682,"['Equivalence_Line_1: AGEMOEA2-greedy_multi-UX to SPEA2-random_dense-HUX', 'Equivalence_Line_2: NSGA3-greedy_multi-UX to NSGA2-greedy_multi-UX', 'Equivalence_Line_3: UNSGA3-greedy_multi-2P to SMSEMOA-greedy_multi-HUX', 'Equivalence_Line_4: NSGA3-greedy_multi-2P to SMSEMOA-random_dense-2P', 'Equivalence_Line_5: NSGA3-random_dense-HUX to NSGA2-greedy_multi-HUX', 'Equivalence_Line_6: NSGA3-random_dense-UX to SMSEMOA-greedy_multi-2P', 'Equivalence_Line_7: AGEMOEA2-random_dense-UX to AGEMOEA2-random_dense-2P', 'Equivalence_Line_8: AGEMOEA2-random_dense-HUX to UNSGA3-random_dense-2P', 'Equivalence_Line_9: SMSEMOA-greedy_ting-1P to NSGA3-greedy_ting-UX', 'Equivalence_Line_10: AGEMOEA2-greedy_ting-HUX to SPEA2-greedy_ting-UX', 'Equivalence_Line_11: SPEA2-random_dense-UX to AGEMOEA2-greedy_ting-2P', 'Equivalence_Line_12: NSGA2-random_dense-HUX to NSGA3-random_dense-1P', 'Equivalence_Line_13: NSGA2-greedy_multi-UX to SPEA2-greedy_ting-2P', 'Equivalence_Line_14: SMSEMOA-greedy_multi-1P to NSGA2-greedy_multi-1P', 'Equivalence_Line_15: NSGA2-greedy_multi-HUX to NSGA2-greedy_ting-UX', 'Equivalence_Line_16: RVEA-greedy_multi-2P to UNSGA3-greedy_ting-2P', 'Equivalence_Line_17: SPEA2-random_dense-2P to NSGA3-greedy_ting-2P', 'Equivalence_Line_18: RVEA-greedy_multi-UX to NSGA3-greedy_ting-1P', 'Equivalence_Line_19: UNSGA3-greedy_ting-UX to UNSGA3-greedy_ting-1P', 'Equivalence_Line_20: AGEMOEA2-greedy_ting-2P to RVEA-random_dense-1P', 'Equivalence_Line_21: AGEMOEA2-random_dense-1P to RVEA-greedy_ting-UX', 'Equivalence_Line_22: SPEA2-random_dense-1P to RVEA-greedy_ting-1P']"
NSGA3-greedy_ting-HUX,0.2459081649115344,"['Equivalence_Line_1: AGEMOEA2-greedy_multi-UX to SPEA2-random_dense-HUX', 'Equivalence_Line_2: NSGA3-greedy_multi-UX to NSGA2-greedy_multi-UX', 'Equivalence_Line_3: UNSGA3-greedy_multi-2P to SMSEMOA-greedy_multi-HUX', 'Equivalence_Line_4: NSGA3-greedy_multi-2P to SMSEMOA-random_dense-2P', 'Equivalence_Line_5: NSGA3-random_dense-HUX to NSGA2-greedy_multi-HUX', 'Equivalence_Line_6: NSGA3-random_dense-UX to SMSEMOA-greedy_multi-2P', 'Equivalence_Line_7: AGEMOEA2-random_dense-UX to AGEMOEA2-random_dense-2P', 'Equivalence_Line_8: AGEMOEA2-random_dense-HUX to UNSGA3-random_dense-2P', 'Equivalence_Line_9: SMSEMOA-greedy_ting-1P to NSGA3-greedy_ting-UX', 'Equivalence_Line_10: AGEMOEA2-greedy_ting-HUX to SPEA2-greedy_ting-UX', 'Equivalence_Line_11: SPEA2-random_dense-UX to AGEMOEA2-greedy_ting-2P', 'Equivalence_Line_12: NSGA2-random_dense-HUX to NSGA3-random_dense-1P', 'Equivalence_Line_13: NSGA2-greedy_multi-UX to SPEA2-greedy_ting-2P', 'Equivalence_Line_14: SMSEMOA-greedy_multi-1P to NSGA2-greedy_multi-1P', 'Equivalence_Line_15: NSGA2-greedy_multi-HUX to NSGA2-greedy_ting-UX', 'Equivalence_Line_16: RVEA-greedy_multi-2P to UNSGA3-greedy_ting-2P', 'Equivalence_Line_17: SPEA2-random_dense-2P to NSGA3-greedy_ting-2P', 'Equivalence_Line_18: RVEA-greedy_multi-UX to NSGA3-greedy_ting-1P', 'Equivalence_Line_19: UNSGA3-greedy_ting-UX to UNSGA3-greedy_ting-1P', 'Equivalence_Line_20: AGEMOEA2-greedy_ting-2P to RVEA-random_dense-1P', 'Equivalence_Line_21: AGEMOEA2-random_dense-1P to RVEA-greedy_ting-UX', 'Equivalence_Line_22: SPEA2-random_dense-1P to RVEA-greedy_ting-1P']"
SMSEMOA-random_dense-1P,0.24575745058817913,"['Equivalence_Line_1: AGEMOEA2-greedy_multi-UX to SPEA2-random_dense-HUX', 'Equivalence_Line_2: NSGA3-greedy_multi-UX to NSGA2-greedy_multi-UX', 'Equivalence_Line_3: UNSGA3-greedy_multi-2P to SMSEMOA-greedy_multi-HUX', 'Equivalence_Line_4: NSGA3-greedy_multi-2P to SMSEMOA-random_dense-2P', 'Equivalence_Line_5: NSGA3-random_dense-HUX to NSGA2-greedy_multi-HUX', 'Equivalence_Line_6: NSGA3-random_dense-UX to SMSEMOA-greedy_multi-2P', 'Equivalence_Line_7: AGEMOEA2-random_dense-UX to AGEMOEA2-random_dense-2P', 'Equivalence_Line_8: AGEMOEA2-random_dense-HUX to UNSGA3-random_dense-2P', 'Equivalence_Line_9: SMSEMOA-greedy_ting-1P to NSGA3-greedy_ting-UX', 'Equivalence_Line_10: AGEMOEA2-greedy_ting-HUX to SPEA2-greedy_ting-UX', 'Equivalence_Line_11: SPEA2-random_dense-UX to AGEMOEA2-greedy_ting-2P', 'Equivalence_Line_12: NSGA2-random_dense-HUX to NSGA3-random_dense-1P', 'Equivalence_Line_13: NSGA2-greedy_multi-UX to SPEA2-greedy_ting-2P', 'Equivalence_Line_14: SMSEMOA-greedy_multi-1P to NSGA2-greedy_multi-1P', 'Equivalence_Line_15: NSGA2-greedy_multi-HUX to NSGA2-greedy_ting-UX', 'Equivalence_Line_16: RVEA-greedy_multi-2P to UNSGA3-greedy_ting-2P', 'Equivalence_Line_17: SPEA2-random_dense-2P to NSGA3-greedy_ting-2P', 'Equivalence_Line_18: RVEA-greedy_multi-UX to NSGA3-greedy_ting-1P', 'Equivalence_Line_19: UNSGA3-greedy_ting-UX to UNSGA3-greedy_ting-1P', 'Equivalence_Line_20: AGEMOEA2-greedy_ting-2P to RVEA-random_dense-1P', 'Equivalence_Line_21: AGEMOEA2-random_dense-1P to RVEA-greedy_ting-UX', 'Equivalence_Line_22: SPEA2-random_dense-1P to RVEA-greedy_ting-1P']"
NSGA3-greedy_ting-UX,0.24546725664965535,"['Equivalence_Line_1: AGEMOEA2-greedy_multi-UX to SPEA2-random_dense-HUX', 'Equivalence_Line_2: NSGA3-greedy_multi-UX to NSGA2-greedy_multi-UX', 'Equivalence_Line_3: UNSGA3-greedy_multi-2P to SMSEMOA-greedy_multi-HUX', 'Equivalence_Line_4: NSGA3-greedy_multi-2P to SMSEMOA-random_dense-2P', 'Equivalence_Line_5: NSGA3-random_dense-HUX to NSGA2-greedy_multi-HUX', 'Equivalence_Line_6: NSGA3-random_dense-UX to SMSEMOA-greedy_multi-2P', 'Equivalence_Line_7: AGEMOEA2-random_dense-UX to AGEMOEA2-random_dense-2P', 'Equivalence_Line_8: AGEMOEA2-random_dense-HUX to UNSGA3-random_dense-2P', 'Equivalence_Line_9: SMSEMOA-greedy_ting-1P to NSGA3-greedy_ting-UX', 'Equivalence_Line_10: AGEMOEA2-greedy_ting-HUX to SPEA2-greedy_ting-UX', 'Equivalence_Line_11: SPEA2-random_dense-UX to AGEMOEA2-greedy_ting-2P', 'Equivalence_Line_12: NSGA2-random_dense-HUX to NSGA3-random_dense-1P', 'Equivalence_Line_13: NSGA2-greedy_multi-UX to SPEA2-greedy_ting-2P', 'Equivalence_Line_14: SMSEMOA-greedy_multi-1P to NSGA2-greedy_multi-1P', 'Equivalence_Line_15: NSGA2-greedy_multi-HUX to NSGA2-greedy_ting-UX', 'Equivalence_Line_16: RVEA-greedy_multi-2P to UNSGA3-greedy_ting-2P', 'Equivalence_Line_17: SPEA2-random_dense-2P to NSGA3-greedy_ting-2P', 'Equivalence_Line_18: RVEA-greedy_multi-UX to NSGA3-greedy_ting-1P', 'Equivalence_Line_19: UNSGA3-greedy_ting-UX to UNSGA3-greedy_ting-1P', 'Equivalence_Line_20: AGEMOEA2-greedy_ting-2P to RVEA-random_dense-1P', 'Equivalence_Line_21: AGEMOEA2-random_dense-1P to RVEA-greedy_ting-UX', 'Equivalence_Line_22: SPEA2-random_dense-1P to RVEA-greedy_ting-1P']"
SPEA2-greedy_ting-UX,0.24451849901124179,"['Equivalence_Line_1: AGEMOEA2-greedy_multi-UX to SPEA2-random_dense-HUX', 'Equivalence_Line_2: NSGA3-greedy_multi-UX to NSGA2-greedy_multi-UX', 'Equivalence_Line_3: UNSGA3-greedy_multi-2P to SMSEMOA-greedy_multi-HUX', 'Equivalence_Line_4: NSGA3-greedy_multi-2P to SMSEMOA-random_dense-2P', 'Equivalence_Line_5: NSGA3-random_dense-HUX to NSGA2-greedy_multi-HUX', 'Equivalence_Line_6: NSGA3-random_dense-UX to SMSEMOA-greedy_multi-2P', 'Equivalence_Line_7: AGEMOEA2-random_dense-UX to AGEMOEA2-random_dense-2P', 'Equivalence_Line_8: AGEMOEA2-random_dense-HUX to UNSGA3-random_dense-2P', 'Equivalence_Line_9: SMSEMOA-greedy_ting-1P to NSGA3-greedy_ting-UX', 'Equivalence_Line_10: AGEMOEA2-greedy_ting-HUX to SPEA2-greedy_ting-UX', 'Equivalence_Line_11: SPEA2-random_dense-UX to AGEMOEA2-greedy_ting-2P', 'Equivalence_Line_12: NSGA2-random_dense-HUX to NSGA3-random_dense-1P', 'Equivalence_Line_13: NSGA2-greedy_multi-UX to SPEA2-greedy_ting-2P', 'Equivalence_Line_14: SMSEMOA-greedy_multi-1P to NSGA2-greedy_multi-1P', 'Equivalence_Line_15: NSGA2-greedy_multi-HUX to NSGA2-greedy_ting-UX', 'Equivalence_Line_16: RVEA-greedy_multi-2P to UNSGA3-greedy_ting-2P', 'Equivalence_Line_17: SPEA2-random_dense-2P to NSGA3-greedy_ting-2P', 'Equivalence_Line_18: RVEA-greedy_multi-UX to NSGA3-greedy_ting-1P', 'Equivalence_Line_19: UNSGA3-greedy_ting-UX to UNSGA3-greedy_ting-1P', 'Equivalence_Line_20: AGEMOEA2-greedy_ting-2P to RVEA-random_dense-1P', 'Equivalence_Line_21: AGEMOEA2-random_dense-1P to RVEA-greedy_ting-UX', 'Equivalence_Line_22: SPEA2-random_dense-1P to RVEA-greedy_ting-1P']"
AGEMOEA2-greedy_ting-2P,0.2432887569371163,"['Equivalence_Line_1: AGEMOEA2-greedy_multi-UX to SPEA2-random_dense-HUX', 'Equivalence_Line_2: NSGA3-greedy_multi-UX to NSGA2-greedy_multi-UX', 'Equivalence_Line_3: UNSGA3-greedy_multi-2P to SMSEMOA-greedy_multi-HUX', 'Equivalence_Line_4: NSGA3-greedy_multi-2P to SMSEMOA-random_dense-2P', 'Equivalence_Line_5: NSGA3-random_dense-HUX to NSGA2-greedy_multi-HUX', 'Equivalence_Line_6: NSGA3-random_dense-UX to SMSEMOA-greedy_multi-2P', 'Equivalence_Line_7: AGEMOEA2-random_dense-UX to AGEMOEA2-random_dense-2P', 'Equivalence_Line_8: AGEMOEA2-random_dense-HUX to UNSGA3-random_dense-2P', 'Equivalence_Line_9: SMSEMOA-greedy_ting-1P to NSGA3-greedy_ting-UX', 'Equivalence_Line_10: AGEMOEA2-greedy_ting-HUX to SPEA2-greedy_ting-UX', 'Equivalence_Line_11: SPEA2-random_dense-UX to AGEMOEA2-greedy_ting-2P', 'Equivalence_Line_12: NSGA2-random_dense-HUX to NSGA3-random_dense-1P', 'Equivalence_Line_13: NSGA2-greedy_multi-UX to SPEA2-greedy_ting-2P', 'Equivalence_Line_14: SMSEMOA-greedy_multi-1P to NSGA2-greedy_multi-1P', 'Equivalence_Line_15: NSGA2-greedy_multi-HUX to NSGA2-greedy_ting-UX', 'Equivalence_Line_16: RVEA-greedy_multi-2P to UNSGA3-greedy_ting-2P', 'Equivalence_Line_17: SPEA2-random_dense-2P to NSGA3-greedy_ting-2P', 'Equivalence_Line_18: RVEA-greedy_multi-UX to NSGA3-greedy_ting-1P', 'Equivalence_Line_19: UNSGA3-greedy_ting-UX to UNSGA3-greedy_ting-1P', 'Equivalence_Line_20: AGEMOEA2-greedy_ting-2P to RVEA-random_dense-1P', 'Equivalence_Line_21: AGEMOEA2-random_dense-1P to RVEA-greedy_ting-UX', 'Equivalence_Line_22: SPEA2-random_dense-1P to RVEA-greedy_ting-1P']"
AGEMOEA2-random_dense-1P,0.2414201262605705,"['Equivalence_Line_1: AGEMOEA2-greedy_multi-UX to SPEA2-random_dense-HUX', 'Equivalence_Line_2: NSGA3-greedy_multi-UX to NSGA2-greedy_multi-UX', 'Equivalence_Line_3: UNSGA3-greedy_multi-2P to SMSEMOA-greedy_multi-HUX', 'Equivalence_Line_4: NSGA3-greedy_multi-2P to SMSEMOA-random_dense-2P', 'Equivalence_Line_5: NSGA3-random_dense-HUX to NSGA2-greedy_multi-HUX', 'Equivalence_Line_6: NSGA3-random_dense-UX to SMSEMOA-greedy_multi-2P', 'Equivalence_Line_7: AGEMOEA2-random_dense-UX to AGEMOEA2-random_dense-2P', 'Equivalence_Line_8: AGEMOEA2-random_dense-HUX to UNSGA3-random_dense-2P', 'Equivalence_Line_9: SMSEMOA-greedy_ting-1P to NSGA3-greedy_ting-UX', 'Equivalence_Line_10: AGEMOEA2-greedy_ting-HUX to SPEA2-greedy_ting-UX', 'Equivalence_Line_11: SPEA2-random_dense-UX to AGEMOEA2-greedy_ting-2P', 'Equivalence_Line_12: NSGA2-random_dense-HUX to NSGA3-random_dense-1P', 'Equivalence_Line_13: NSGA2-greedy_multi-UX to SPEA2-greedy_ting-2P', 'Equivalence_Line_14: SMSEMOA-greedy_multi-1P to NSGA2-greedy_multi-1P', 'Equivalence_Line_15: NSGA2-greedy_multi-HUX to NSGA2-greedy_ting-UX', 'Equivalence_Line_16: RVEA-greedy_multi-2P to UNSGA3-greedy_ting-2P', 'Equivalence_Line_17: SPEA2-random_dense-2P to NSGA3-greedy_ting-2P', 'Equivalence_Line_18: RVEA-greedy_multi-UX to NSGA3-greedy_ting-1P', 'Equivalence_Line_19: UNSGA3-greedy_ting-UX to UNSGA3-greedy_ting-1P', 'Equivalence_Line_20: AGEMOEA2-greedy_ting-2P to RVEA-random_dense-1P', 'Equivalence_Line_21: AGEMOEA2-random_dense-1P to RVEA-greedy_ting-UX', 'Equivalence_Line_22: SPEA2-random_dense-1P to RVEA-greedy_ting-1P']"
SPEA2-random_dense-1P,0.2396324639558081,"['Equivalence_Line_1: AGEMOEA2-greedy_multi-UX to SPEA2-random_dense-HUX', 'Equivalence_Line_2: NSGA3-greedy_multi-UX to NSGA2-greedy_multi-UX', 'Equivalence_Line_3: UNSGA3-greedy_multi-2P to SMSEMOA-greedy_multi-HUX', 'Equivalence_Line_4: NSGA3-greedy_multi-2P to SMSEMOA-random_dense-2P', 'Equivalence_Line_5: NSGA3-random_dense-HUX to NSGA2-greedy_multi-HUX', 'Equivalence_Line_6: NSGA3-random_dense-UX to SMSEMOA-greedy_multi-2P', 'Equivalence_Line_7: AGEMOEA2-random_dense-UX to AGEMOEA2-random_dense-2P', 'Equivalence_Line_8: AGEMOEA2-random_dense-HUX to UNSGA3-random_dense-2P', 'Equivalence_Line_9: SMSEMOA-greedy_ting-1P to NSGA3-greedy_ting-UX', 'Equivalence_Line_10: AGEMOEA2-greedy_ting-HUX to SPEA2-greedy_ting-UX', 'Equivalence_Line_11: SPEA2-random_dense-UX to AGEMOEA2-greedy_ting-2P', 'Equivalence_Line_12: NSGA2-random_dense-HUX to NSGA3-random_dense-1P', 'Equivalence_Line_13: NSGA2-greedy_multi-UX to SPEA2-greedy_ting-2P', 'Equivalence_Line_14: SMSEMOA-greedy_multi-1P to NSGA2-greedy_multi-1P', 'Equivalence_Line_15: NSGA2-greedy_multi-HUX to NSGA2-greedy_ting-UX', 'Equivalence_Line_16: RVEA-greedy_multi-2P to UNSGA3-greedy_ting-2P', 'Equivalence_Line_17: SPEA2-random_dense-2P to NSGA3-greedy_ting-2P', 'Equivalence_Line_18: RVEA-greedy_multi-UX to NSGA3-greedy_ting-1P', 'Equivalence_Line_19: UNSGA3-greedy_ting-UX to UNSGA3-greedy_ting-1P', 'Equivalence_Line_20: AGEMOEA2-greedy_ting-2P to RVEA-random_dense-1P', 'Equivalence_Line_21: AGEMOEA2-random_dense-1P to RVEA-greedy_ting-UX', 'Equivalence_Line_22: SPEA2-random_dense-1P to RVEA-greedy_ting-1P']"
UNSGA3-random_dense-1P,0.2391931277162122,"['Equivalence_Line_1: AGEMOEA2-greedy_multi-UX to SPEA2-random_dense-HUX', 'Equivalence_Line_2: NSGA3-greedy_multi-UX to NSGA2-greedy_multi-UX', 'Equivalence_Line_3: UNSGA3-greedy_multi-2P to SMSEMOA-greedy_multi-HUX', 'Equivalence_Line_4: NSGA3-greedy_multi-2P to SMSEMOA-random_dense-2P', 'Equivalence_Line_5: NSGA3-random_dense-HUX to NSGA2-greedy_multi-HUX', 'Equivalence_Line_6: NSGA3-random_dense-UX to SMSEMOA-greedy_multi-2P', 'Equivalence_Line_7: AGEMOEA2-random_dense-UX to AGEMOEA2-random_dense-2P', 'Equivalence_Line_8: AGEMOEA2-random_dense-HUX to UNSGA3-random_dense-2P', 'Equivalence_Line_9: SMSEMOA-greedy_ting-1P to NSGA3-greedy_ting-UX', 'Equivalence_Line_10: AGEMOEA2-greedy_ting-HUX to SPEA2-greedy_ting-UX', 'Equivalence_Line_11: SPEA2-random_dense-UX to AGEMOEA2-greedy_ting-2P', 'Equivalence_Line_12: NSGA2-random_dense-HUX to NSGA3-random_dense-1P', 'Equivalence_Line_13: NSGA2-greedy_multi-UX to SPEA2-greedy_ting-2P', 'Equivalence_Line_14: SMSEMOA-greedy_multi-1P to NSGA2-greedy_multi-1P', 'Equivalence_Line_15: NSGA2-greedy_multi-HUX to NSGA2-greedy_ting-UX', 'Equivalence_Line_16: RVEA-greedy_multi-2P to UNSGA3-greedy_ting-2P', 'Equivalence_Line_17: SPEA2-random_dense-2P to NSGA3-greedy_ting-2P', 'Equivalence_Line_18: RVEA-greedy_multi-UX to NSGA3-greedy_ting-1P', 'Equivalence_Line_19: UNSGA3-greedy_ting-UX to UNSGA3-greedy_ting-1P', 'Equivalence_Line_20: AGEMOEA2-greedy_ting-2P to RVEA-random_dense-1P', 'Equivalence_Line_21: AGEMOEA2-random_dense-1P to RVEA-greedy_ting-UX', 'Equivalence_Line_22: SPEA2-random_dense-1P to RVEA-greedy_ting-1P']"
AGEMOEA2-greedy_ting-1P,0.23895480229634392,"['Equivalence_Line_1: AGEMOEA2-greedy_multi-UX to SPEA2-random_dense-HUX', 'Equivalence_Line_2: NSGA3-greedy_multi-UX to NSGA2-greedy_multi-UX', 'Equivalence_Line_3: UNSGA3-greedy_multi-2P to SMSEMOA-greedy_multi-HUX', 'Equivalence_Line_4: NSGA3-greedy_multi-2P to SMSEMOA-random_dense-2P', 'Equivalence_Line_5: NSGA3-random_dense-HUX to NSGA2-greedy_multi-HUX', 'Equivalence_Line_6: NSGA3-random_dense-UX to SMSEMOA-greedy_multi-2P', 'Equivalence_Line_7: AGEMOEA2-random_dense-UX to AGEMOEA2-random_dense-2P', 'Equivalence_Line_8: AGEMOEA2-random_dense-HUX to UNSGA3-random_dense-2P', 'Equivalence_Line_9: SMSEMOA-greedy_ting-1P to NSGA3-greedy_ting-UX', 'Equivalence_Line_10: AGEMOEA2-greedy_ting-HUX to SPEA2-greedy_ting-UX', 'Equivalence_Line_11: SPEA2-random_dense-UX to AGEMOEA2-greedy_ting-2P', 'Equivalence_Line_12: NSGA2-random_dense-HUX to NSGA3-random_dense-1P', 'Equivalence_Line_13: NSGA2-greedy_multi-UX to SPEA2-greedy_ting-2P', 'Equivalence_Line_14: SMSEMOA-greedy_multi-1P to NSGA2-greedy_multi-1P', 'Equivalence_Line_15: NSGA2-greedy_multi-HUX to NSGA2-greedy_ting-UX', 'Equivalence_Line_16: RVEA-greedy_multi-2P to UNSGA3-greedy_ting-2P', 'Equivalence_Line_17: SPEA2-random_dense-2P to NSGA3-greedy_ting-2P', 'Equivalence_Line_18: RVEA-greedy_multi-UX to NSGA3-greedy_ting-1P', 'Equivalence_Line_19: UNSGA3-greedy_ting-UX to UNSGA3-greedy_ting-1P', 'Equivalence_Line_20: AGEMOEA2-greedy_ting-2P to RVEA-random_dense-1P', 'Equivalence_Line_21: AGEMOEA2-random_dense-1P to RVEA-greedy_ting-UX', 'Equivalence_Line_22: SPEA2-random_dense-1P to RVEA-greedy_ting-1P']"
NSGA2-greedy_multi-2P,0.23762704939882878,"['Equivalence_Line_1: AGEMOEA2-greedy_multi-UX to SPEA2-random_dense-HUX', 'Equivalence_Line_2: NSGA3-greedy_multi-UX to NSGA2-greedy_multi-UX', 'Equivalence_Line_3: UNSGA3-greedy_multi-2P to SMSEMOA-greedy_multi-HUX', 'Equivalence_Line_4: NSGA3-greedy_multi-2P to SMSEMOA-random_dense-2P', 'Equivalence_Line_5: NSGA3-random_dense-HUX to NSGA2-greedy_multi-HUX', 'Equivalence_Line_6: NSGA3-random_dense-UX to SMSEMOA-greedy_multi-2P', 'Equivalence_Line_7: AGEMOEA2-random_dense-UX to AGEMOEA2-random_dense-2P', 'Equivalence_Line_8: AGEMOEA2-random_dense-HUX to UNSGA3-random_dense-2P', 'Equivalence_Line_9: SMSEMOA-greedy_ting-1P to NSGA3-greedy_ting-UX', 'Equivalence_Line_10: AGEMOEA2-greedy_ting-HUX to SPEA2-greedy_ting-UX', 'Equivalence_Line_11: SPEA2-random_dense-UX to AGEMOEA2-greedy_ting-2P', 'Equivalence_Line_12: NSGA2-random_dense-HUX to NSGA3-random_dense-1P', 'Equivalence_Line_13: NSGA2-greedy_multi-UX to SPEA2-greedy_ting-2P', 'Equivalence_Line_14: SMSEMOA-greedy_multi-1P to NSGA2-greedy_multi-1P', 'Equivalence_Line_15: NSGA2-greedy_multi-HUX to NSGA2-greedy_ting-UX', 'Equivalence_Line_16: RVEA-greedy_multi-2P to UNSGA3-greedy_ting-2P', 'Equivalence_Line_17: SPEA2-random_dense-2P to NSGA3-greedy_ting-2P', 'Equivalence_Line_18: RVEA-greedy_multi-UX to NSGA3-greedy_ting-1P', 'Equivalence_Line_19: UNSGA3-greedy_ting-UX to UNSGA3-greedy_ting-1P', 'Equivalence_Line_20: AGEMOEA2-greedy_ting-2P to RVEA-random_dense-1P', 'Equivalence_Line_21: AGEMOEA2-random_dense-1P to RVEA-greedy_ting-UX', 'Equivalence_Line_22: SPEA2-random_dense-1P to RVEA-greedy_ting-1P']"
